16; // Jobs Exported with Litcube's Jobs Editor V0.52 --*-- 64
23;Energy Transporter - Argon;45;6;trade.freetrader;0;10022;0;0;1;0;0;0;0;10;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;40;25;1;0;0;0;0;0;0;0;0;0;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
24;Energy Transporter - Boron;45;6;trade.freetrader;0;10022;0;0;1;0;0;0;0;10;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;35;25;0;1;0;0;0;0;0;0;0;0;0;0;80;75;5;1;90;35;35;35;35;0;0;0;0;0;0;0;0;0;1;0;0;0
25;Energy Transporter - Paranid;45;6;trade.freetrader;0;10022;0;0;1;0;0;0;0;10;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;40;25;0;0;0;1;0;0;0;0;0;0;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
26;Energy Transporter - Split;45;6;trade.freetrader;0;10022;0;0;1;0;0;0;0;10;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;45;25;0;0;1;0;0;0;0;0;0;0;0;0;80;75;5;1;90;45;45;45;45;0;0;0;0;0;0;0;0;0;1;0;0;0
27;Energy Transporter - Teladi;45;6;trade.freetrader;0;10022;0;0;1;0;0;0;0;10;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;40;25;0;0;0;0;1;0;0;0;0;0;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
28;Energy Transporter - Terran;30;6;trade.freetrader;0;10022;0;0;1;0;0;0;0;10;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;0;0;0;-1;-1;1;1;0;0;0;0;0;85;80;40;25;0;0;0;0;0;0;0;0;0;1;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
29;Energy Transporter - Commonwealth (Shady);20;7;trade.freetrader;0;10022;0;0;1;0;0;0;0;33;4;10;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;50;0;0;0;0;0;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;70;25;1;1;0;1;1;0;0;0;0;0;0;1;80;75;5;1;90;70;70;70;70;0;0;0;1;1;1;0;0;0;1;0;0;0
30;Bio Transporter - Argon;45;4;trade.freetrader;0;10024;0;0;1;0;0;0;0;39;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;40;25;1;0;0;0;0;0;0;0;0;0;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
31;Bio Transporter - Boron;45;4;trade.freetrader;0;10024;0;0;1;0;0;0;0;40;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;35;25;0;1;0;0;0;0;0;0;0;0;0;0;80;75;5;1;90;35;35;35;35;0;0;0;0;0;0;0;0;0;1;0;0;0
32;Bio Transporter - Paranid;45;4;trade.freetrader;0;10024;0;0;1;0;0;0;0;41;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;40;25;0;0;0;1;0;0;0;0;0;0;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
33;Bio Transporter - Split;45;4;trade.freetrader;0;10024;0;0;1;0;0;0;0;42;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;45;25;0;0;1;0;0;0;0;0;0;0;0;0;80;75;5;1;90;45;45;45;45;0;0;0;0;0;0;0;0;0;1;0;0;0
34;Bio Transporter - Teladi;45;4;trade.freetrader;0;10024;0;0;1;0;0;0;0;43;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;40;25;0;0;0;0;1;0;0;0;0;0;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
35;Bio Transporter - Terran;30;4;trade.freetrader.raceonly;0;10024;0;0;1;0;0;0;0;58;4;5;2000;-1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;-1;-1;0;1;0;0;1;1;0;0;0;0;-1;-1;1;1;0;0;0;0;0;85;80;40;25;0;0;0;0;0;0;0;0;0;1;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
36;Food Transporter - Argon;30;5;trade.freetrader;0;10025;0;0;1;0;0;0;0;44;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;40;25;1;0;0;0;0;0;0;0;0;0;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
37;Food Transporter - Boron;30;5;trade.freetrader;0;10025;0;0;1;0;0;0;0;45;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;35;25;0;1;0;0;0;0;0;0;0;0;0;0;80;75;5;1;90;35;35;35;35;0;0;0;0;0;0;0;0;0;1;0;0;0
38;Food Transporter - Paranid;30;5;trade.freetrader;0;10025;0;0;1;0;0;0;0;46;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;40;25;0;0;0;1;0;0;0;0;0;0;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
39;Food Transporter - Split;30;5;trade.freetrader;0;10025;0;0;1;0;0;0;0;47;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;45;25;0;0;1;0;0;0;0;0;0;0;0;0;80;75;5;1;90;45;45;45;45;0;0;0;0;0;0;0;0;0;1;0;0;0
40;Food Transporter - Teladi;30;5;trade.freetrader;0;10025;0;0;1;0;0;0;0;48;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;40;25;0;0;0;0;1;0;0;0;0;0;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
41;Food Transporter - Terran;25;5;trade.freetrader.raceonly;0;10025;0;0;1;0;0;0;0;59;4;5;2000;-1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;0;1;0;0;1;1;0;0;0;0;-1;-1;1;1;0;0;0;0;0;85;80;40;25;0;0;0;0;0;0;0;0;0;1;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
42;Food Transporter - Commonwealth (Shady);20;5;trade.freetrader;0;10025;0;0;1;0;0;0;0;55;4;10;2000;-1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;50;0;0;0;0;0;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;70;25;1;1;1;1;1;0;0;0;0;0;0;1;80;75;5;1;90;70;70;70;70;0;0;0;1;1;1;0;0;0;1;0;0;0
100;Frozen Goods Transporter  - Commonwealth;35;4;trade.freetrader;0;10013;0;0;1;0;0;0;0;13;4;5;2000;-1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;40;25;1;1;1;1;1;0;0;0;0;0;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;1;0;0;1;0;0;0
101;Frozen Goods Transporter - Terran;20;2;trade.freetrader.raceonly;0;10013;0;0;1;0;0;0;0;62;4;5;2000;-1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-1;-1;0;1;0;0;1;1;0;0;0;0;-1;-1;1;1;0;0;0;0;0;85;80;40;25;0;0;0;0;0;0;0;0;0;1;0;0;80;75;5;1;90;40;40;40;40;0;0;0;0;0;0;0;0;0;1;0;0;0
102;Parcel Service - Commonwealth;25;3;trade.freetrader;0;20007;0;0;1;0;0;0;0;14;4;5;2000;-1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;30;25;1;1;1;1;1;0;0;0;0;0;0;0;80;75;5;1;90;30;30;30;30;0;0;0;0;0;0;0;0;0;1;0;0;0
103;Courier - Commonwealth;30;3;trade.freetrader;0;10002;0;0;1;0;0;0;0;14;4;5;2000;-1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;60;80;30;25;1;1;1;1;1;0;0;0;0;0;0;0;80;75;5;1;90;30;30;30;30;0;0;0;0;0;0;0;0;0;1;0;0;0
104;Courier - Commonwealth (Shady);15;4;trade.freetrader;0;10002;0;0;1;0;0;0;0;56;4;10;2000;-1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;-1;-1;50;0;0;0;0;0;0;1;0;0;-1;-1;1;1;0;0;0;0;0;60;80;70;25;1;1;1;1;1;0;0;0;0;0;0;1;80;75;5;1;90;70;70;70;70;0;0;0;1;1;1;0;0;0;1;0;0;0
105;Meat Transporter - Commonwealth;25;3;trade.freetrader;0;3009;0;0;1;0;0;0;0;18;4;5;2000;-1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;0;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;30;25;1;0;1;0;0;0;0;0;0;0;0;0;80;75;5;1;90;30;30;30;30;0;0;0;0;0;0;1;0;0;1;0;0;0
106;Fresh Meat Transporter - Commonwealth;15;3;trade.freetrader;0;10027;0;0;1;0;0;0;0;18;4;5;2000;-1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;0;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;30;25;1;0;1;0;0;0;0;0;0;0;0;0;80;75;5;1;90;30;30;30;30;0;0;0;0;0;0;1;0;0;1;0;0;0
107;Agricultiral Transporter - Argon;12;3;trade.freetrader;0;3010;0;0;1;0;0;0;0;19;4;5;2000;-1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;0;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;30;25;1;0;0;0;0;0;0;0;0;0;0;0;80;75;5;1;90;30;30;30;30;0;0;0;0;0;0;0;0;0;1;0;0;0
108;Livestock Transporter - Paranid;14;3;trade.freetrader;0;3011;0;0;1;0;0;0;0;20;4;5;2000;-1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;20;25;0;0;0;1;0;0;0;0;0;0;0;0;80;75;5;1;90;20;20;20;20;0;0;0;0;0;0;0;0;0;1;0;0;0
109;Livestock Transporter - Boron;14;3;trade.freetrader;0;3011;0;0;1;0;0;0;0;21;4;5;2000;-1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;-1;-1;20;1;0;0;1;1;0;1;0;0;-1;-1;1;1;0;0;0;0;0;85;80;30;25;0;1;0;0;0;0;0;0;0;0;0;0;80;75;5;1;90;30;30;30;30;0;0;0;0;0;0;0;0;0;1;0;0;0
